method,celltype,ks_celltype,ks_sample,ks_inter_celltype,celltype_omics_ASW
"scglue(multiome,batch)",Proerythroblast,0.8440692286120929,0.8500268240096956,0.8337156824918819,0.8847068459700647
"scglue(multiome,batch)",Plasma cell,0.8807452533940836,0.8896448238523728,0.8913375959361468,0.9451110037012522
scJoint(batch),Naive CD20+ B,0.656899592517156,0.28990192024394495,0.5584807982730803,0.8439019832475704
scJoint(batch),CD14+ Mono,0.7610573089764747,0.5117154038888115,0.694343404930395,0.8469850729251062
scJoint(batch),CD8+ T,0.6714099431970056,0.3399915707220695,0.5748322237630272,0.8723542811983043
scJoint(batch),CD16+ Mono,0.6720912190504754,0.42651015016412636,0.5085547172039477,0.8456449173953757
scJoint(batch),B1 B,0.5861411773424461,0.26274534253240517,0.5261530225667265,0.8532100961397933
scJoint(batch),Lymph prog,0.47527888236597116,0.15859406884838667,0.3461445278720538,0.8134221412964494
scJoint(batch),CD4+ T naive,0.6563645263036975,0.2727852058655607,0.4883828437126441,0.8576899468914619
scJoint(batch),CD4+ T activated,0.6897551213143861,0.4400788866451283,0.6716391135873357,0.8835093898089932
scJoint(batch),Erythroblast,0.7025907665964064,0.4960105007729474,0.7177439210688646,0.8998770542111787
scJoint(batch),NK,0.7435009003108641,0.36223757764306963,0.5733789720456495,0.8465783473571702
scJoint(batch),Transitional B,0.603483914250976,0.2564808843610359,0.42585306749784524,0.8247602311255119
scJoint(batch),Normoblast,0.8073356365293116,0.7537914868750126,0.33590435353640374,0.8835712780388204
scJoint(batch),G/M prog,0.6200550486383118,0.24085318346501072,0.22995559845955688,0.77941594386293
scJoint(batch),MK/E prog,0.5256722814053965,0.20203435200724174,0.12871030395063182,0.8075040773357973
scJoint(batch),HSC,0.5778054162465982,0.32654221601807226,0.45795615136879925,0.8346688560401649
scJoint(batch),pDC,0.5087317669143805,0.3078351862770965,0.4120015066830399,0.8778376872781029
scJoint(batch),Proerythroblast,0.5913769917677676,0.14913315058133145,0.12860919073860455,0.8206960595850398
scJoint(batch),Plasma cell,0.5301182236150618,0.17465262719619495,0.2754685780618754,0.8252731552474837
MIDAS(batch),Naive CD20+ B,0.7893381853621784,0.7863090201590921,0.793854589036922,0.9512894483147583
MIDAS(batch),CD14+ Mono,0.7485477520630635,0.7470708277140441,0.7454795035265127,0.9407018471916728
MIDAS(batch),CD8+ T,0.6162776743750422,0.609944632458203,0.6222681268062373,0.9518929811366078
MIDAS(batch),CD16+ Mono,0.797833714379623,0.7837683885773987,0.7845057252853609,0.9171764003731957
MIDAS(batch),B1 B,0.7687986984441079,0.7513168381209089,0.7616979658907114,0.933082625895659
MIDAS(batch),Lymph prog,0.7623414577133458,0.4791686768973071,0.617440006745881,0.9368222669500436
MIDAS(batch),CD4+ T naive,0.6135680637847135,0.5332156346922738,0.556243886197864,0.9278251863987161
MIDAS(batch),CD4+ T activated,0.6090234500255721,0.6034883048128165,0.6031370261828439,0.9470171336532386
MIDAS(batch),Erythroblast,0.7732231791856903,0.7583083335927753,0.7633441730237596,0.9227311776945399
MIDAS(batch),NK,0.7784390879282141,0.7746463668784155,0.776362115168725,0.9554294201060505
MIDAS(batch),Transitional B,0.7597577248618393,0.7484300789272413,0.7718053643640965,0.8986820812772754
MIDAS(batch),Normoblast,0.8541790401905822,0.8640655307099356,0.8674004251652003,0.9093732791223269
MIDAS(batch),G/M prog,0.7828936354778283,0.6619310979285893,0.6798416723374407,0.8902668971883075
MIDAS(batch),MK/E prog,0.829843039287206,0.7911648909320117,0.7917297139632345,0.8940063541831759
MIDAS(batch),HSC,0.8355170328908563,0.7847769060077301,0.7998562506102753,0.8329994673033532
MIDAS(batch),pDC,0.8298484881067714,0.8219375129496961,0.8283824386960302,0.9185168237994754
MIDAS(batch),Proerythroblast,0.7888326094513514,0.7650625384364176,0.7564502102071677,0.9367218849398937
MIDAS(batch),Plasma cell,0.6672134375733909,0.6581971873450538,0.6453595648460599,0.9211558206533288
